     Sent.          Attachment      Correct        Scoring          
    ID Tokens  -   Unlab. Lab.   HEAD HEAD+DEPREL   tokens   - - - -
    95   39    0   89.74  82.05    35      32          39    0 0 0 0
    96    6    0   83.33  66.67     5       4           6    0 0 0 0
    97   15    0  100.00  93.33    15      14          15    0 0 0 0
    98   16    0  100.00  93.75    16      15          16    0 0 0 0
    99    8    0   87.50  62.50     7       5           8    0 0 0 0
   100   20    0  100.00  90.00    20      18          20    0 0 0 0


  Labeled   attachment score: 1770 / 2357 * 100 = 75.10 %
  Unlabeled attachment score: 2026 / 2357 * 100 = 85.96 %
  Label accuracy score:       1935 / 2357 * 100 = 82.10 %
